"","id","inclinacion_peligrosa"
"473",1674,0
"474",1676,0
"475",1678,0
"476",1680,0
"477",1684,0
"478",1688,0
"479",1693,0
"480",1696,0
"481",1700,0
"482",1706,0
"483",1708,0
"484",1721,0
"485",1724,0
"486",1726,0
"487",1728,0
"488",1729,0
"489",1731,0
"490",1733,0
"491",1735,0
"492",1737,0
"493",1740,0
"494",1742,0
"495",1747,0
"496",1749,0
"497",1750,0
"498",1756,0
"499",1760,0
"500",1764,0
"501",1765,0
"502",1772,0
"503",1776,0
"504",1778,0
"505",1779,0
"506",1780,0
"507",1782,0
"508",1786,0
"509",1791,0
"510",1795,0
"511",1797,0
"512",1799,0
"513",1801,0
"514",1804,0
"515",1807,0
"516",1812,0
"517",1820,0
"518",1826,0
"519",1834,0
"520",1836,0
"521",1838,0
"522",1839,0
"523",1848,0
"524",1853,0
"525",1863,0
"526",1865,0
"527",1870,0
"528",1872,0
"529",1878,0
"530",1882,0
"531",1886,0
"532",1892,0
"533",1899,0
"534",1902,0
"535",1905,0
"536",1911,0
"537",1913,0
"538",1921,0
"539",1924,0
"540",1925,0
"541",1934,0
"542",1940,0
"543",1943,0
"544",1945,0
"545",1960,0
"546",1962,0
"547",1963,0
"548",1964,0
"549",1965,0
"550",1970,0
"551",1971,0
"552",1972,0
"553",1976,0
"554",1979,0
"555",1982,0
"556",1984,0
"557",1992,1
"558",1993,1
"559",1996,0
"560",2001,0
"561",2013,0
"562",2014,0
"563",2015,0
"564",2017,0
"565",2020,0
"566",2027,0
"567",2028,0
"568",2030,0
"569",2032,0
"570",2039,0
"571",2044,1
"572",2049,0
"573",2053,0
"574",2057,0
"575",2059,0
"576",2061,0
"577",2067,0
"578",2068,0
"579",2070,0
"580",2075,0
"581",2091,1
"582",2093,0
"583",2095,0
"584",2096,1
"585",2100,0
"586",2107,0
"587",2109,0
"588",2111,0
"589",2112,0
"590",2113,0
"591",2124,0
"592",2128,0
"593",2129,0
"594",2134,0
"595",2141,0
"596",2150,0
"597",2157,0
"598",2158,0
"599",2166,0
"600",2176,1
"601",2183,0
"602",2186,0
"603",2191,0
"604",2195,0
"605",2197,0
"606",2199,0
"607",2203,0
"608",2206,0
"609",2209,0
"610",2210,0
"611",2215,0
"612",2216,0
"613",2220,0
"614",2222,0
"615",2224,0
"616",2226,0
"617",2227,0
"618",2232,0
"619",2233,0
"620",2236,0
"621",2240,0
"622",2247,1
"623",2250,0
"624",2255,0
"625",2264,0
"626",2265,0
"627",2278,0
"628",2283,0
"629",2286,0
"630",2287,0
"631",2288,0
"632",2291,0
"633",2292,0
"634",2293,0
"635",2294,0
"636",2296,0
"637",2298,0
"638",2301,0
"639",2306,0
"640",2326,0
"641",2336,1
"642",2341,0
"643",2342,0
"644",2343,0
"645",2346,0
"646",2349,0
"647",2356,0
"648",2358,0
"649",2372,0
"650",2373,0
"651",2374,0
"652",2375,0
"653",2386,0
"654",2388,0
"655",2391,0
"656",2393,0
"657",2396,0
"658",2398,0
"659",2399,0
"660",2400,0
"661",2404,0
"662",2407,0
"663",2408,0
"664",2414,0
"665",2423,0
"666",2424,0
"667",2430,0
"668",2431,0
"669",2432,0
"670",2451,0
"671",2452,0
"672",2458,1
"673",2462,0
"674",2464,0
"675",2473,0
"676",2476,0
"677",2477,0
"678",2484,0
"679",2490,0
"680",2494,0
"681",2495,0
"682",2497,0
"683",2503,0
"684",2507,0
"685",2513,0
"686",2519,0
"687",2521,0
"688",2522,0
"689",2527,0
"690",2534,0
"691",2535,0
"692",2540,0
"693",2546,0
"694",2548,0
"695",2549,0
"696",2556,0
"697",2558,1
"698",2562,0
"699",2565,0
"700",2568,0
"701",2573,1
"702",2581,0
"703",2582,1
"704",2583,0
"705",2586,0
"706",2590,0
"707",2594,0
"708",2596,0
"709",2597,0
"710",2599,0
"711",2600,0
"712",2608,0
"713",2609,0
"714",2610,0
"715",2611,0
"716",2614,0
"717",2624,0
"718",2626,0
"719",2627,0
"720",2629,0
"721",2630,0
"722",2632,0
"723",2635,0
"724",2644,0
"725",2649,0
"726",2650,0
"727",2652,0
"728",2658,0
"729",2659,0
"730",2662,0
"731",2664,0
"732",2675,0
"733",2679,0
"734",2687,0
"735",2693,0
"736",2695,0
"737",2700,0
"738",2703,0
"739",2712,0
"740",2715,0
"741",2729,0
"742",2730,0
"743",2732,0
"744",2734,0
"745",2737,0
"746",2739,1
"747",2741,0
"748",2742,0
"749",2748,0
"750",2750,0
"751",2751,0
"752",2754,0
"753",2755,0
"754",2756,0
"755",2757,0
"756",2765,0
"757",2769,0
"758",2781,0
"759",2798,0
"760",2802,0
"761",2804,0
"762",2805,0
"763",2806,0
"764",2810,0
"765",2814,0
"766",2818,0
"767",2821,0
"768",2831,0
"769",2837,0
"770",2838,0
"771",2842,0
"772",2843,1
"773",2847,0
"774",2853,0
"775",2857,0
"776",2859,0
"777",2862,0
"778",2868,0
"779",2875,0
"780",2879,0
"781",2900,0
"782",2901,0
"783",2903,0
"784",2904,0
"785",2911,0
"786",2912,0
"787",2915,0
"788",2916,0
"789",2917,0
"790",2921,0
"791",2925,0
"792",2926,0
"793",2932,0
"794",2933,0
"795",2936,0
"796",2939,0
"797",2940,0
"798",2944,0
"799",2946,0
"800",2947,0
"801",2948,0
"802",2952,0
"803",2953,0
"804",2954,0
"805",2955,0
"806",2960,0
"807",2961,0
"808",2962,0
"809",2964,0
"810",2966,0
"811",2972,0
"812",2978,0
"813",2995,0
"814",2999,0
"815",3005,0
"816",3006,0
"817",3011,0
"818",3014,0
"819",3022,0
"820",3023,0
"821",3042,0
"822",3043,0
"823",3045,0
"824",3047,0
"825",3050,0
"826",3058,0
"827",3059,0
"828",3063,0
"829",3068,0
"830",3071,0
"831",3078,0
"832",3081,0
"833",3084,0
"834",3085,0
"835",3087,0
"836",3089,0
"837",3093,1
"838",3098,0
"839",3101,0
"840",3110,0
"841",3114,0
"842",3121,0
"843",3122,0
"844",3125,0
"845",3128,0
"846",3131,0
"847",3132,0
"848",3151,0
"849",3153,0
"850",3155,0
"851",3156,0
"852",3160,0
"853",3161,0
"854",3163,0
"855",3170,0
"856",3175,0
"857",3176,0
"858",3192,0
"859",3194,0
"860",3201,0
"861",3205,0
"862",3208,0
"863",3209,0
"864",3215,0
"865",3216,0
"866",3222,0
"867",3223,0
"868",3227,0
"869",3235,0
"870",3236,0
"871",3250,0
"872",3254,0
"873",3257,0
"874",3258,0
"875",3267,0
"876",3271,0
"877",3273,1
"878",3274,0
"879",3278,0
"880",3290,0
"881",3297,0
"882",3305,0
"883",3313,0
"884",3315,0
"885",3320,0
"886",3321,0
"887",3322,0
"888",3325,0
"889",3334,0
"890",3337,0
"891",3344,0
"892",3348,0
"893",3351,0
"894",3355,0
"895",3356,0
"896",3358,0
"897",3368,0
"898",3369,0
"899",3372,0
"900",3374,0
"901",3382,0
"902",3387,0
"903",3390,0
"904",3391,0
"905",3394,0
"906",3400,0
"907",3404,0
"908",3407,0
"909",3412,0
"910",3416,0
"911",3417,0
"912",3420,0
"913",3421,0
"914",3424,0
"915",3426,0
"916",3429,0
"917",3430,0
"918",3431,0
"919",3435,0
"920",3438,0
"921",3447,0
"922",3451,0
"923",3453,0
"924",3454,0
"925",3456,0
"926",3458,0
"927",3464,0
"928",3465,0
"929",3472,0
"930",3477,0
"931",3479,0
"932",3484,0
"933",3486,0
"934",3487,0
"935",3489,0
"936",3492,0
"937",3493,0
"938",3508,0
"939",3509,0
"940",3510,0
"941",3512,0
"942",3513,0
"943",3515,0
"944",3522,0
"945",3523,0
"946",3526,0
"947",3529,0
"948",3542,0
"949",3544,0
"950",3551,0
"951",3553,0
"952",3554,0
"953",3555,0
"954",3565,0
"955",3566,0
"956",3567,0
"957",3568,0
"958",3579,0
"959",3580,0
"960",3581,0
"961",3586,0
"962",3599,0
"963",3602,0
"964",3603,0
"965",3605,0
"966",3607,0
"967",3610,0
"968",3615,0
"969",3616,0
"970",3617,0
"971",3623,0
"972",3626,0
"973",3627,0
"974",3629,0
"975",3632,0
"976",3639,0
"977",3642,0
"978",3643,0
"979",3645,0
"980",3648,0
"981",3649,0
"982",3653,0
"983",3658,0
"984",3659,0
"985",3665,0
"986",3673,0
"987",3677,0
"988",3679,0
"989",3681,0
"990",3686,0
"991",3695,0
"992",3698,0
"993",3702,0
"994",3709,0
"995",3710,0
"996",3720,0
"997",3722,0
"998",3724,0
"999",3726,0
"1000",3727,0
"1001",3728,0
"1002",3730,0
"1003",3735,0
"1004",3749,0
"1005",3750,0
"1006",3754,0
"1007",3757,0
"1008",3760,0
"1009",3761,0
"1010",3766,0
"1011",3771,0
"1012",3773,0
"1013",3781,0
"1014",3785,0
"1015",3787,0
"1016",3788,0
"1017",3792,0
"1018",3797,0
"1019",3798,0
"1020",3804,0
"1021",3811,0
"1022",3818,0
"1023",3819,0
"1024",3822,0
"1025",3827,0
"1026",3829,0
"1027",3835,0
"1028",3836,0
"1029",3838,0
"1030",3840,0
"1031",3843,0
"1032",3844,0
"1033",3847,0
"1034",3852,0
"1035",3859,0
"1036",3860,0
"1037",3863,0
"1038",3864,0
"1039",3866,0
"1040",3870,0
"1041",3873,0
"1042",3874,0
"1043",3881,0
"1044",3888,0
"1045",3896,0
"1046",3902,0
"1047",3903,0
"1048",3906,0
"1049",3908,0
"1050",3909,0
"1051",3911,0
"1052",3914,0
"1053",3915,0
"1054",3919,0
"1055",3920,0
"1056",3923,0
"1057",3924,0
"1058",3927,0
"1059",3930,0
"1060",3936,0
"1061",3938,0
"1062",3941,0
"1063",3948,0
"1064",3949,0
"1065",3955,0
"1066",3958,0
"1067",3959,0
"1068",3962,0
"1069",3966,0
"1070",3967,0
"1071",3974,0
"1072",3977,0
"1073",3978,0
"1074",3981,0
"1075",3984,0
"1076",3985,0
"1077",3987,0
"1078",3992,0
"1079",3993,0
"1080",3998,0
"1081",4007,0
"1082",4008,0
"1083",4011,0
"1084",4013,0
"1085",4014,0
"1086",4015,0
"1087",4019,0
"1088",4027,0
"1089",4028,0
"1090",4031,0
"1091",4040,0
"1092",4041,0
"1093",4042,0
"1094",4043,0
"1095",4047,0
"1096",4053,0
"1097",4054,0
"1098",4055,0
"1099",4056,0
"1100",4063,0
"1101",4066,0
"1102",4070,0
"1103",4073,0
"1104",4074,0
"1105",4075,0
"1106",4082,0
"1107",4084,0
"1108",4091,0
"1109",4094,0
"1110",4095,0
"1111",4096,0
"1112",4098,0
"1113",4101,0
"1114",4103,0
"1115",4104,0
"1116",4107,0
"1117",4110,0
"1118",4114,0
"1119",4117,0
"1120",4118,0
"1121",4121,0
"1122",4126,0
"1123",4128,0
"1124",4137,0
"1125",4138,0
"1126",4147,0
"1127",4152,0
"1128",4155,0
"1129",4156,0
"1130",4157,0
"1131",4163,0
"1132",4167,0
"1133",4171,1
"1134",4172,0
"1135",4179,0
"1136",4183,0
"1137",4186,0
"1138",4189,0
"1139",4190,1
"1140",4193,0
"1141",4196,0
"1142",4200,0
"1143",4211,0
"1144",4214,0
"1145",4218,0
"1146",4220,0
"1147",4221,0
"1148",4223,0
"1149",4229,0
"1150",4230,0
"1151",4232,0
"1152",4239,0
"1153",4241,0
"1154",4244,0
"1155",4246,0
"1156",4248,0
"1157",4251,0
"1158",4252,0
"1159",4254,0
"1160",4257,0
"1161",4260,0
"1162",4261,0
"1163",4264,0
"1164",4266,0
"1165",4270,0
"1166",4277,0
"1167",4278,0
"1168",4285,0
"1169",4288,0
"1170",4289,0
"1171",4293,0
"1172",4296,0
"1173",4300,0
"1174",4301,0
"1175",4304,0
"1176",4313,0
"1177",4314,0
"1178",4318,0
"1179",4323,0
"1180",4326,0
"1181",4327,0
"1182",4333,0
"1183",4337,0
"1184",4345,0
"1185",4346,0
"1186",4348,0
"1187",4350,0
"1188",4352,0
"1189",4353,0
"1190",4355,0
"1191",4361,0
"1192",4362,0
"1193",4367,0
"1194",4375,0
"1195",4377,0
"1196",4384,0
"1197",4386,0
"1198",4394,0
"1199",4395,0
"1200",4402,0
"1201",4405,0
"1202",4408,0
"1203",4412,0
"1204",4414,0
"1205",4419,0
"1206",4421,0
"1207",4425,0
"1208",4427,0
"1209",4428,0
"1210",4438,0
"1211",4439,0
"1212",4445,0
"1213",4447,0
"1214",4448,0
"1215",4450,0
"1216",4452,0
"1217",4455,0
"1218",4457,0
"1219",4458,0
"1220",4465,0
"1221",4473,0
"1222",4474,0
"1223",4478,0
"1224",4489,0
"1225",4492,0
"1226",4493,0
"1227",4496,0
"1228",4499,0
"1229",4502,0
"1230",4504,0
"1231",4511,0
"1232",4518,0
"1233",4521,0
"1234",4524,0
"1235",4525,0
"1236",4527,0
"1237",4529,0
"1238",4531,0
"1239",4534,0
"1240",4537,0
"1241",4544,0
"1242",4545,0
"1243",4550,0
"1244",4556,0
"1245",4559,0
"1246",4562,0
"1247",4563,0
"1248",4567,0
"1249",4568,0
"1250",4571,0
"1251",4573,0
"1252",4575,0
"1253",4576,0
"1254",4579,0
"1255",4581,0
"1256",4586,0
"1257",4590,0
"1258",4591,0
"1259",4593,0
"1260",4594,0
"1261",4595,0
"1262",4602,0
"1263",4606,0
"1264",4618,0
"1265",4619,0
"1266",4633,0
"1267",4635,0
"1268",4636,0
"1269",4640,0
"1270",4642,0
"1271",4644,0
"1272",4645,0
"1273",4647,0
"1274",4649,0
"1275",4655,0
"1276",4658,0
"1277",4659,0
"1278",4668,0
"1279",4671,0
"1280",4674,0
"1281",4678,0
"1282",4679,0
"1283",4686,0
"1284",4687,0
"1285",4688,0
"1286",4689,0
"1287",4693,0
"1288",4694,0
"1289",4695,0
"1290",4696,0
"1291",4697,0
"1292",4698,0
"1293",4699,0
"1294",4703,0
"1295",4705,0
"1296",4715,0
"1297",4716,0
"1298",4717,0
"1299",4718,0
"1300",4721,0
"1301",4723,0
"1302",4725,0
"1303",4739,0
"1304",4740,0
"1305",4741,0
"1306",4754,0
"1307",4761,0
"1308",4763,0
"1309",4769,0
"1310",4772,0
"1311",4775,0
"1312",4777,0
"1313",4779,0
"1314",4781,0
"1315",4784,0
"1316",4785,0
"1317",4791,0
"1318",4796,0
"1319",4797,0
"1320",4799,0
"1321",4807,0
"1322",4808,0
"1323",4810,0
"1324",4812,0
"1325",4814,0
"1326",4818,0
"1327",4821,0
"1328",4827,0
"1329",4832,0
"1330",4841,0
"1331",4842,0
"1332",4847,0
"1333",4848,0
"1334",4849,0
"1335",4853,0
"1336",4859,0
"1337",4860,0
"1338",4861,0
"1339",4867,0
"1340",4869,0
"1341",4872,0
"1342",4873,0
"1343",4880,0
"1344",4883,0
"1345",4889,0
"1346",4891,0
"1347",4892,0
"1348",4902,0
"1349",4907,0
"1350",4921,0
"1351",4930,0
"1352",4933,0
"1353",4938,0
"1354",4939,0
"1355",4940,0
"1356",4942,0
"1357",4944,0
"1358",4946,0
"1359",4948,0
"1360",4950,0
"1361",4965,0
"1362",4966,0
"1363",4970,0
"1364",4972,0
"1365",4973,0
"1366",4974,0
"1367",4977,0
"1368",4978,0
"1369",4980,0
"1370",4981,0
"1371",4986,0
"1372",4990,0
"1373",4999,0
"1374",5002,0
"1375",5003,0
"1376",5006,0
"1377",5007,0
"1378",5013,0
"1379",5017,0
"1380",5018,0
"1381",5022,0
"1382",5023,0
"1383",5029,0
"1384",5030,0
"1385",5039,0
"1386",5040,0
"1387",5041,0
"1388",5045,0
"1389",5047,0
"1390",5048,0
"1391",5056,0
"1392",5057,0
"1393",5059,0
"1394",5065,0
"1395",5068,0
"1396",5071,0
"1397",5072,0
"1398",5073,0
"1399",5076,0
"1400",5084,0
"1401",5086,0
"1402",5089,0
"1403",5090,0
"1404",5092,0
"1405",5093,0
"1406",5102,0
"1407",5103,0
"1408",5105,0
"1409",5113,0
"1410",5115,0
"1411",5116,0
"1412",5117,0
"1413",5118,0
"1414",5120,0
"1415",5123,0
"1416",5124,0
"1417",5128,0
"1418",5130,0
"1419",5142,0
"1420",5145,0
"1421",5147,0
"1422",5152,0
"1423",5153,0
"1424",5154,0
"1425",5158,0
"1426",5160,0
"1427",5161,0
"1428",5166,0
"1429",5169,0
"1430",5171,0
"1431",5174,0
"1432",5176,0
"1433",5180,0
"1434",5181,0
"1435",5189,0
"1436",5190,0
"1437",5191,0
"1438",5197,0
"1439",5209,0
"1440",5213,0
"1441",5218,0
"1442",5219,0
"1443",5224,0
"1444",5227,0
"1445",5228,0
"1446",5230,0
"1447",5235,0
"1448",5236,0
"1449",5239,0
"1450",5250,0
"1451",5263,0
"1452",5265,0
"1453",5267,0
"1454",5270,0
"1455",5271,0
"1456",5275,0
"1457",5277,0
"1458",5278,0
"1459",5288,0
"1460",5296,0
"1461",5304,0
"1462",5307,0
"1463",5309,0
"1464",5310,0
"1465",5311,0
"1466",5312,0
"1467",5315,0
"1468",5317,0
"1469",5320,0
"1470",5321,0
"1471",5322,0
"1472",5328,0
"1473",5342,1
"1474",5344,0
"1475",5346,0
"1476",5348,0
"1477",5356,0
"1478",5357,0
"1479",5360,0
"1480",5363,0
"1481",5364,0
"1482",5365,0
"1483",5367,0
"1484",5374,0
"1485",5384,0
"1486",5386,0
"1487",5387,0
"1488",5389,0
"1489",5398,0
"1490",5399,0
"1491",5400,0
"1492",5401,0
"1493",5405,1
"1494",5406,0
"1495",5417,0
"1496",5419,0
"1497",5420,0
"1498",5422,0
"1499",5424,0
"1500",5433,0
"1501",5448,0
"1502",5453,0
"1503",5454,0
"1504",5457,0
"1505",5460,0
"1506",5461,0
"1507",5465,0
"1508",5467,0
"1509",5468,0
"1510",5471,0
"1511",5472,0
"1512",5475,0
"1513",5477,0
"1514",5480,0
"1515",5484,0
"1516",5486,0
"1517",5488,0
"1518",5492,0
"1519",5495,0
"1520",5501,0
"1521",5503,0
"1522",5506,0
"1523",5512,0
"1524",5521,1
"1525",5525,0
"1526",5526,0
"1527",5530,1
"1528",5535,0
"1529",5537,0
"1530",5542,0
"1531",5545,0
"1532",5549,0
"1533",5553,1
"1534",5555,0
"1535",5557,0
"1536",5562,0
"1537",5565,0
"1538",5570,1
"1539",5572,1
"1540",5573,0
"1541",5579,0
"1542",5586,0
"1543",5591,0
"1544",5592,1
"1545",5593,1
"1546",5594,0
"1547",5595,0
"1548",5601,0
"1549",5602,0
"1550",5605,0
"1551",5607,0
"1552",5611,0
"1553",5612,0
"1554",5615,0
"1555",5620,0
"1556",5623,0
"1557",5627,0
"1558",5630,0
"1559",5633,0
"1560",5640,0
"1561",5650,0
"1562",5655,0
"1563",5666,0
"1564",5669,0
"1565",5675,0
"1566",5676,0
"1567",5678,0
"1568",5680,0
"1569",5681,0
"1570",5688,0
"1571",5689,0
"1572",5692,0
"1573",5698,1
"1574",5699,0
"1575",5700,0
"1576",5707,0
"1577",5709,0
"1578",5710,0
"1579",5712,0
"1580",5716,0
"1581",5720,0
"1582",5725,0
"1583",5727,0
"1584",5728,0
"1585",5729,0
"1586",5736,0
"1587",5748,0
"1588",5751,0
"1589",5755,0
"1590",5757,0
"1591",5759,0
"1592",5760,0
"1593",5763,0
"1594",5765,0
"1595",5768,0
"1596",5771,0
"1597",5776,0
"1598",5778,0
"1599",5782,0
"1600",5783,0
"1601",5784,0
"1602",5792,0
"1603",5793,0
"1604",5795,0
"1605",5805,0
"1606",5806,0
"1607",5808,0
"1608",5813,0
"1609",5814,0
"1610",5824,0
"1611",5827,0
"1612",5828,0
"1613",5831,0
"1614",5842,0
"1615",5845,0
"1616",5854,0
"1617",5861,0
"1618",5863,1
"1619",5865,0
"1620",5873,0
"1621",5875,0
"1622",5877,0
"1623",5878,0
"1624",5879,0
"1625",5881,0
"1626",5884,1
"1627",5895,1
"1628",5900,0
"1629",5901,0
"1630",5904,0
"1631",5905,0
"1632",5906,0
"1633",5909,0
"1634",5910,0
"1635",5911,1
"1636",5912,0
"1637",5918,0
"1638",5919,0
"1639",5935,1
"1640",5937,1
"1641",5938,0
"1642",5939,0
"1643",5940,0
"1644",5942,1
"1645",5943,1
"1646",5944,1
"1647",5949,1
"1648",5954,1
"1649",5957,1
"1650",5958,1
"1651",5969,0
"1652",5970,0
"1653",5977,0
"1654",5978,0
"1655",5981,0
"1656",5982,0
"1657",5983,0
"1658",5984,0
"1659",5986,0
"1660",5989,0
"1661",5990,0
"1662",5995,0
"1663",5996,1
"1664",5998,1
"1665",5999,0
"1666",6003,1
"1667",6005,1
"1668",6009,0
"1669",6018,1
"1670",6025,1
"1671",6029,0
"1672",6030,1
"1673",6031,1
"1674",6038,1
"1675",6050,0
"1676",6051,0
"1677",6052,0
"1678",6061,1
"1679",6069,0
"1680",6076,0
"1681",6079,0
"1682",6081,0
"1683",6085,0
"1684",6086,0
"1685",6089,0
"1686",6090,0
"1687",6096,0
"1688",6098,0
"1689",6100,0
"1690",6101,1
"1691",6102,0
"1692",6103,0
"1693",6108,0
"1694",6109,0
